Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
Caribbean small states,CSS,GDP (current US$),NY.GDP.MKTP.CD,1859229153,2010807399,2120345719,2258228731,2429886840,2614400289,2834716244,3047396312,3031236430,3303911432,3646983517,3971866811,4595320676,5050458053,6535038880,7650579938,7874820023,9115305692,9329515055,10715529708,13198346283,14416121409,16021593669,16406832295,15572528824,15339714648,13910360614,14931366027,15805757937,16151256724,17581092349,17457961916,17177932558,17881237289,18982650116,20821836871,22680636431,25356787998,27847248293,29613300907,32283550905,33156568953,34952635480,37422356830,40770535977,46587144814,52490948176,58438689570,66698700873,56145294969,59375034445,64008052114,65360347414,67033118185,
Cuba,CUB,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,5693005244,6914658389,8135150889,9987709686,11405957363,13027415252,13789579893,14206158658,17844705319,19584443219,19912889808,20150254124,20953510266,22205716020,24039383641,22921491787,24226283927,25213614325,27458999536,27025200369,28645436551,24317883624,22085858204,22367254851,28448326796,30428638304,25017300000,25366200000,25736600000,28365300000,30565200000,31683300000,33590400000,35901500000,38202800000,42644200000,52742100000,58603500000,60806200000,62078610000,64328220000,68233900000,,,
Curacao,CUW,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cayman Islands,CYM,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1012444041,,,,,,,,,,,,,,,,,,
Cyprus,CYP,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,489912509.3,576090037.8,734876187.3,964024738.8,1288699021,2154311328,2087496322,2159242371,2160364086,2278248930,2430411867,3090734455,3704813857,4278792562,4563482553,5591130222,5770197317,6912150473,6590291095,7425703907,9250142748,9346693022,8905554119,9553478738,9776223013,9314937556,9679304971,10557366162,13319544758,15816972051,16997801392,18435765910,21841815681,25321517504,23542650736,23132450331,24851264943,22766912960,21911444503,
Czech Republic,CZE,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40315847384,29557058893,34451992668,40452245949,47364869447,59537113791,66775128783,61621397381,66372663111,64719367646,61474265135,67375682473,81696693249,99300329682,1.18976E+11,1.3599E+11,1.55213E+11,1.88818E+11,2.35205E+11,2.0573E+11,2.07016E+11,2.27307E+11,2.06751E+11,2.08796E+11,
Germany,DEU,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,2.15022E+11,2.49039E+11,2.98667E+11,3.96867E+11,4.43619E+11,4.8878E+11,5.17788E+11,5.98226E+11,7.37668E+11,8.78011E+11,9.46695E+11,7.97443E+11,7.73638E+11,7.67768E+11,7.22368E+11,7.29763E+11,1.0423E+12,1.29326E+12,1.39593E+12,1.39367E+12,1.76497E+12,1.86187E+12,2.12313E+12,2.06856E+12,2.20597E+12,2.5905E+12,2.50157E+12,2.21594E+12,2.23991E+12,2.19669E+12,1.94721E+12,1.94793E+12,2.0763E+12,2.50231E+12,2.81559E+12,2.85756E+12,2.99847E+12,3.43551E+12,3.74706E+12,3.41277E+12,3.41201E+12,3.75211E+12,3.53324E+12,3.73026E+12,
Djibouti,DJI,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,340989541.5,,373371753,395794554.2,409220103.3,452328105,462422016.6,478058323.6,466048487.5,491689240,497723980.1,494004667.1,502675561.7,514267889.4,536080169.1,551230861.9,572417440.8,591122039.6,622044665.5,666072101.8,708633194.7,768873684,847918929.1,999105339.3,1198997305,1128611700,1239144502,1353632942,1456344495,
Dominica,DMA,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,36370369.73,45170369.57,44296295.51,59099998.96,66218517.35,72051850.58,79925924.51,89848146.56,98585183.44,112074072.1,126348145.9,143766664.1,153374071.4,166322219.3,180437033.9,191759255.9,200418515,215459255.5,224037033.1,236444440.3,245781477.1,258440736.2,267740736,335845808.9,343119364.3,337695734.8,350091216,374771474.9,370370370.4,397777777.8,428888888.9,468888888.9,498888888.9,492962963,508518518.5,514814814.8,516666666.7,
Denmark,DNK,GDP (current US$),NY.GDP.MKTP.CD,6248946880,6933842099,7812968114,8316692386,9506678763,10678897387,11721248101,12788479692,13196541952,15009384585,16866156733,18823150290,22966364109,30459579436,33900564767,40251071473,44401699735,49666416195,60281337504,70309794678,70867465285,61376989331,59916301294,60188398261,58673426984,62220601827,87800282647,1.0915E+11,1.15112E+11,1.11887E+11,1.38095E+11,1.38965E+11,1.52691E+11,1.42963E+11,1.56145E+11,1.85007E+11,1.87632E+11,1.73538E+11,1.76992E+11,1.77965E+11,1.64159E+11,1.64791E+11,1.78635E+11,2.18096E+11,2.51245E+11,2.64559E+11,2.82962E+11,3.195E+11,3.52589E+11,3.19764E+11,3.19812E+11,3.41498E+11,3.22277E+11,3.35878E+11,
Dominican Republic,DOM,GDP (current US$),NY.GDP.MKTP.CD,672399700,654100200,824100000,940799900,1025599900,888100000,983900000,1034800000,1079100000,1230500000,1485400100,1666400000,1987300000,2344699900,2925600000,3599300100,3951399900,4587100200,4774400000,5498800100,6631000100,7266999800,7964000300,8622000100,10330399700,5044579947,6122128248,5827050857,5374300243,6686592729,7073674721,9724379020,11277694537,12976408000,14511134921,16358496124,18131813001,19593449903,21171235998,21709041189,23996656676,24894907435,26570402719,21268012747,22163928097,33969724872,35965041793,44078280922,48143840500,47889008135,53042943731,58145330250,60331668443,61163676805,
Algeria,DZA,GDP (current US$),NY.GDP.MKTP.CD,2723637620,2434766866,2001460839,2703004010,2909340115,3136284385,3039859268,3370870461,3852147113,4257253358,4863487557,5077222330,6761786484,8715106129,13209713770,15557934473,17728348385,20971901063,26364491675,33243421339,42345276288,44348670724,45207090668,48801372228,53698280323,57937867717,63696299985,66742269090,59089065517,55631488294,62045098370,45715368144,48003297249,49946456681,42542573602,41764054035,46941496308,48177861891,48187780126,48640613515,54790058957,54744716706,56760288962,67863832648,85324997370,1.03199E+11,1.17027E+11,1.34978E+11,1.71E+11,1.37212E+11,1.61207E+11,1.99071E+11,2.04331E+11,2.10183E+11,
East Asia & Pacific (developing only),EAP,GDP (current US$),NY.GDP.MKTP.CD,80646626859,70824710927,64899406895,69794823061,80982597858,94503201521,1.034E+11,1.00276E+11,1.01276E+11,1.13723E+11,1.26747E+11,1.3603E+11,1.54231E+11,1.94569E+11,2.20078E+11,2.473E+11,2.51478E+11,2.90932E+11,2.82677E+11,3.27852E+11,3.79739E+11,4.06421E+11,4.23608E+11,4.43603E+11,4.79714E+11,5.24531E+11,5.20907E+11,5.14161E+11,5.74865E+11,6.22739E+11,6.6837E+11,7.28307E+11,8.14379E+11,8.78264E+11,1.05878E+12,1.30836E+12,1.50284E+12,1.55764E+12,1.42363E+12,1.56373E+12,1.72338E+12,1.83485E+12,2.02843E+12,2.29138E+12,2.65718E+12,3.07205E+12,3.69346E+12,4.66384E+12,5.89585E+12,6.36025E+12,7.62884E+12,9.29359E+12,1.03311E+13,1.14136E+13,
East Asia & Pacific (all income levels),EAS,GDP (current US$),NY.GDP.MKTP.CD,1.53588E+11,1.54225E+11,1.57741E+11,1.7543E+11,2.01677E+11,2.24506E+11,2.50955E+11,2.72046E+11,2.99829E+11,3.4537E+11,4.04731E+11,4.48925E+11,5.56983E+11,7.34602E+11,8.46161E+11,9.26547E+11,1.01881E+12,1.21491E+12,1.53296E+12,1.66612E+12,1.80186E+12,1.99101E+12,1.94762E+12,2.06536E+12,2.21331E+12,2.3447E+12,3.05445E+12,3.57154E+12,4.30084E+12,4.5037E+12,4.71571E+12,5.30946E+12,5.7939E+12,6.48651E+12,7.23947E+12,8.17557E+12,7.86026E+12,7.55045E+12,6.72685E+12,7.5097E+12,8.10748E+12,7.53925E+12,7.66483E+12,8.42729E+12,9.45113E+12,1.00592E+13,1.06752E+13,1.19556E+13,1.37855E+13,1.4162E+13,1.64393E+13,1.89927E+13,2.02935E+13,2.04986E+13,
Europe & Central Asia (developing only),ECA,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.39503E+11,3.5755E+11,3.94718E+11,4.52847E+11,4.21023E+11,4.11215E+11,4.2427E+11,3.57974E+11,4.08155E+11,4.18286E+11,4.37094E+11,5.17738E+11,4.73826E+11,4.79206E+11,4.36253E+11,5.09499E+11,6.47767E+11,8.24927E+11,1.00907E+12,1.16418E+12,1.47512E+12,1.75656E+12,1.46306E+12,1.65286E+12,1.84786E+12,1.87398E+12,2.00115E+12,
Europe & Central Asia (all income levels),ECS,GDP (current US$),NY.GDP.MKTP.CD,4.33636E+11,4.6159E+11,5.04649E+11,5.56483E+11,6.16261E+11,6.70609E+11,7.28542E+11,7.83848E+11,8.17514E+11,8.97547E+11,1.0089E+12,1.13744E+12,1.3633E+12,1.73072E+12,1.95767E+12,2.29278E+12,2.38215E+12,2.69925E+12,3.29203E+12,4.02504E+12,4.5574E+12,4.05176E+12,3.90508E+12,3.78696E+12,3.63897E+12,3.76531E+12,5.13911E+12,6.34375E+12,7.05568E+12,7.20358E+12,8.81882E+12,9.09449E+12,9.76345E+12,8.97382E+12,9.39304E+12,1.07407E+13,1.09577E+13,1.03799E+13,1.06396E+13,1.05179E+13,9.9118E+12,1.00168E+13,1.09617E+13,1.33703E+13,1.55882E+13,1.65948E+13,1.79669E+13,2.10037E+13,2.30653E+13,2.03006E+13,2.08111E+13,2.29136E+13,2.20025E+13,2.29202E+13,
Ecuador,ECU,GDP (current US$),NY.GDP.MKTP.CD,1010325138,979108806.8,958598195,1038389642,1156150890,2387048255,2429309514,2553596092,2582180794,3112166848,2862504170,2754220263,3185987235,3891755552,6599259421,7731677257,9091924305,11026346590,11922502171,14175166008,17881514683,21810767209,19929853575,17152483214,16912515183,17149094590,15314143988,13945431882,13051886552,13890828708,15239278100,16988184456,18093864475,18938326276,22708204405,24432379906,25225872274,28161471483,27981319125,19644866963,18327386416,24468324000,28548945000,32432859000,36591661000,41507085000,46802044000,51007777000,61762635000,62519686000,69555367000,79276664000,87623411000,94472679000,
"Egypt, Arab Rep.",EGY,GDP (current US$),NY.GDP.MKTP.CD,,,,,,5111621003,5339520732,5579168565,6109112105,6861743547,7682492054,8266003437,8763960904,9616725501,9015166908,11437965494,13360477267,14636028524,14849909053,18150000881,22912499645,23405404428,25592366131,28137368609,30642873673,34689560468,35880262483,40507934111,35044633275,39648442472,43130415142,36970555126,41855483504,46578631213,51897983716,60159244485,67629717780,78436575744,84828807270,90710703939,99838540997,97632008051,87850680579,82923680613,78845185716,89685724897,1.07484E+11,1.30478E+11,1.62818E+11,1.88984E+11,2.18888E+11,2.36001E+11,2.62832E+11,2.71973E+11,
Euro area,EMU,GDP (current US$),NY.GDP.MKTP.CD,2.45302E+11,2.70012E+11,2.99642E+11,3.36151E+11,3.73876E+11,4.07973E+11,4.44881E+11,4.83268E+11,5.18078E+11,5.72327E+11,6.41082E+11,7.26608E+11,8.77834E+11,1.13951E+12,1.29209E+12,1.49834E+12,1.5635E+12,1.77829E+12,2.17761E+12,2.63808E+12,2.95487E+12,2.56824E+12,2.48647E+12,2.42573E+12,2.32688E+12,2.39065E+12,3.35524E+12,4.15027E+12,4.56519E+12,4.66421E+12,5.86772E+12,6.09945E+12,6.72665E+12,6.161E+12,6.50772E+12,7.50888E+12,7.59759E+12,6.9425E+12,7.13371E+12,7.10183E+12,6.47176E+12,6.57532E+12,7.15185E+12,8.82395E+12,1.0117E+13,1.04947E+13,1.1138E+13,1.28208E+13,1.4053E+13,1.28577E+13,1.25956E+13,1.3577E+13,1.26203E+13,1.31481E+13,
Eritrea,ERI,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,477101651.6,467876293.7,531688311.7,578015625,693535954.2,686494476.1,745526149.5,688921325.7,706370812.3,752368494.5,729321364.1,870247701.7,1109054002,1098425900,1211161880,1317974493,1380188800,1856695550,2117039511,2607739837,3091967480,3444097561,
Spain,ESP,GDP (current US$),NY.GDP.MKTP.CD,12072126075,13834300571,16138545209,19074913948,21343844644,24756958695,28721062242,31647119228,31475548481,36038711600,40881655099,46492797365,58971806627,78425934894,97009800115,1.14465E+11,1.18185E+11,1.3209E+11,1.60163E+11,2.14019E+11,2.32135E+11,2.02257E+11,1.95464E+11,1.70487E+11,1.71635E+11,1.80302E+11,2.50638E+11,3.17882E+11,3.75139E+11,4.13631E+11,5.35101E+11,5.75599E+11,6.29202E+11,5.23649E+11,5.29122E+11,6.1294E+11,6.40998E+11,5.88692E+11,6.17042E+11,6.33194E+11,5.95403E+11,6.25976E+11,7.05146E+11,9.06853E+11,1.0696E+12,1.15725E+12,1.26449E+12,1.47927E+12,1.63505E+12,1.49898E+12,1.43159E+12,1.4946E+12,1.35573E+12,1.39304E+12,
Estonia,EST,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4362191345,4739181428,5059146979,5608007342,5715278961,5685561596,6233506401,7308608835,9822143180,12057639752,14003096553,16958044846,22228670168,24185794095,19640620154,19479012423,22803433933,22660754204,24880264958,
Ethiopia,ETH,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,7324903192,7707678023,8567890825,8096302369,9480840483,9848600870,10527338647,10908935749,11476584879,12175166763,13463868357,10492993078,8830781623,6927910634,7663994781,8547962279,8589233420,7818205972,7700876203,8242349955,8231251886,7850789593,8623669993,10131098642,12401031522,15280701944,19707616773,27066912635,32437389116,29933790334,31952763089,43310721414,47525186490,
European Union,EUU,GDP (current US$),NY.GDP.MKTP.CD,3.59356E+11,3.91242E+11,4.27403E+11,4.70842E+11,5.21802E+11,5.68248E+11,6.15997E+11,6.61933E+11,6.8801E+11,7.55671E+11,8.55685E+11,9.67589E+11,1.1588E+12,1.47067E+12,1.65483E+12,1.93424E+12,2.0025E+12,2.26739E+12,2.77639E+12,3.38859E+12,3.86616E+12,3.41684E+12,3.28923E+12,3.18712E+12,3.05951E+12,3.16154E+12,4.33526E+12,5.35788E+12,5.9708E+12,6.08838E+12,7.55661E+12,7.84161E+12,8.54698E+12,7.79453E+12,8.28548E+12,9.51746E+12,9.72569E+12,9.16593E+12,9.48833E+12,9.47448E+12,8.80854E+12,8.91128E+12,9.71995E+12,1.18523E+13,1.36897E+13,1.43126E+13,1.52737E+13,1.76614E+13,1.90089E+13,1.70018E+13,1.69348E+13,1.83083E+13,1.7252E+13,1.79581E+13,
Fragile and conflict affected situations,FCS,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.47934E+11,1.5103E+11,1.44794E+11,1.43353E+11,1.26553E+11,1.3414E+11,1.43276E+11,1.54066E+11,1.50023E+11,1.55683E+11,1.86048E+11,1.70602E+11,1.6973E+11,1.91128E+11,2.26905E+11,2.76221E+11,3.32785E+11,4.1926E+11,5.3548E+11,4.72586E+11,5.56082E+11,5.89817E+11,6.80553E+11,7.13499E+11,
Finland,FIN,GDP (current US$),NY.GDP.MKTP.CD,5224102196,5921659485,6340580854,6885920329,7766655086,8589340019,9208524505,9368954010,8823033880,10070766721,11365953567,12536710287,14754136507,19486826980,24867278714,29494515597,31873171719,33524682308,36283091408,44498283621,53685049410,52485533205,52832120390,51014090521,52926394935,55914236378,73586676050,91642093873,1.09103E+11,1.19065E+11,1.41518E+11,1.27866E+11,1.12625E+11,89255751015,1.03322E+11,1.34199E+11,1.32099E+11,1.26833E+11,1.33936E+11,1.35226E+11,1.2554E+11,1.2925E+11,1.39553E+11,1.71071E+11,1.96777E+11,2.04431E+11,2.16541E+11,2.55372E+11,2.83753E+11,2.51484E+11,2.478E+11,2.73674E+11,2.55776E+11,2.67329E+11,
Fiji,FJI,GDP (current US$),NY.GDP.MKTP.CD,112334368.4,116993977.8,122912941.2,129461581.5,140040154.3,147084750,150603925.5,162625885.9,166952937.1,182182067.7,219878482.2,247749327.7,316650509,425963359.4,558589870.9,684268280.8,694552411.7,719533137.1,829239489.8,1019743927,1202567359,1235899836,1194015444,1123107276,1177997414,1141210125,1290228617,1177908192,1109976928,1182686577,1337024782,1383843860,1531803061,1635426125,1825285158,1970347721,2129266728,2093994597,1656784780,1942170999,1684109743,1660102346,1842691481,2315935753,2727507213,3006725015,3103099942,3405050612,3523185920,2870624636,3140508836,3646423266,3849824013,3855017107,
France,FRA,GDP (current US$),NY.GDP.MKTP.CD,62651474947,68346741504,76313782252,85551113767,94906593388,1.02161E+11,1.10597E+11,1.19466E+11,1.29847E+11,1.40725E+11,1.48949E+11,1.66564E+11,2.04283E+11,2.65382E+11,2.86526E+11,3.62001E+11,3.7341E+11,4.11464E+11,5.08183E+11,6.15834E+11,7.03525E+11,6.1759E+11,5.86837E+11,5.61852E+11,5.32649E+11,5.55197E+11,7.74556E+11,9.38368E+11,1.0235E+12,1.03012E+12,1.2753E+12,1.27556E+12,1.40872E+12,1.33009E+12,1.40164E+12,1.60989E+12,1.61425E+12,1.46071E+12,1.51076E+12,1.50028E+12,1.36844E+12,1.38222E+12,1.50034E+12,1.84812E+12,2.1242E+12,2.20362E+12,2.32489E+12,2.66298E+12,2.92357E+12,2.69367E+12,2.64684E+12,2.86268E+12,2.68672E+12,2.80643E+12,
Faeroe Islands,FRO,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1105688873,1125684470,1062339944,1154899793,1268445919,1486861879,1683997930,1730894295,1970135199,2278229880,2412859693,2198138372,,,,,
"Micronesia, Fed. Sts.",FSM,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,106500000,,,112210000,116700000,124700000,135200000,147200000,166200000,178100000,198400000,202500000,222103600,218845700,206900300,219646200,220660500,233226300,240051900,241543400,244991000,239563300,249845600,252991200,255890800,261339600,277510900,294117200,310287500,326161000,316245700,
Gabon,GAB,GDP (current US$),NY.GDP.MKTP.CD,141468977.5,167637907.5,182796536.6,154480244.4,215679855.2,226474285.6,245849781.7,271543680.3,294468564.5,318124701,323802475.5,381687073.1,430508357.7,722780701.1,1544216004,2157592937,3009409971,2809349074,2389479269,3030251116,4279637934,3862269127,3618007844,3391275731,3561451562,3339914759,3403638194,3281797039,3834503378,4186411457,5952293766,5402919788,5592390833,4378645081,4190819347,4958845649,5694040000,5326817111,4483417313,4662991794,5067865503,4712849280,4931503836,6054883172,7178135606,8665736618,9545982814,11570860872,15685389827,12031268402,14569527125,18796191833,17843815459,19343506599,
United Kingdom,GBR,GDP (current US$),NY.GDP.MKTP.CD,72328047042,76694360636,80601939635,85443766670,93387598814,1.00596E+11,1.07091E+11,1.11185E+11,1.04703E+11,1.12677E+11,1.30596E+11,1.47735E+11,1.69739E+11,1.91551E+11,2.06919E+11,2.47415E+11,2.37714E+11,2.68475E+11,3.40236E+11,4.42115E+11,5.671E+11,5.38971E+11,5.13779E+11,4.87323E+11,4.59229E+11,4.85849E+11,5.96948E+11,7.33111E+11,8.90702E+11,8.99363E+11,1.06669E+12,1.11603E+12,1.15765E+12,1.04314E+12,1.13023E+12,1.23557E+12,1.30451E+12,1.43874E+12,1.52914E+12,1.55832E+12,1.54866E+12,1.52909E+12,1.67442E+12,1.94371E+12,2.29813E+12,2.41212E+12,2.58282E+12,2.96327E+12,2.79186E+12,2.30893E+12,2.40793E+12,2.59185E+12,2.61495E+12,2.67845E+12,
Georgia,GEO,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7753501868,6353861165,3690615907,2701180604,2513870620,2693731858,3094915501,3510540809,3613500126,2800024319,3057453476,3219487818,3395778680,3991374549,5125273872,6411147328,7761900166,10172260745,12799337248,10766836277,11638536834,14434619982,15846474596,16140047012,
Ghana,GHA,GDP (current US$),NY.GDP.MKTP.CD,1217230095,1302674325,1382515654,1540797589,1731296200,2053462968,2126300672,1747187645,1666909518,1962050556,2215028588,2417108578,2112293280,2465493032,2894409912,2810106390,2765254360,3189428571,3662478173,4020227931,4445228057,4222441673,4035994383,4057275078,4412279865,4504342153,5727602649,5074829932,5197840973,5251764270,5889174834,6603130040,6416079342,5968905679,5446370115,6464389656,6932984636,6891433841,7482072380,7718110781,4982849054,5314871684,6166197192,7632720680,8881419348,10731883141,20410331626,24757553102,28528014621,25978508376,32174839713,39564771637,41740926505,48137027487,
Guinea,GIN,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,1922600899,2041538057,2384295764,2432029380,2666616177,3014890569,3284625277,3279063318,3383218923,3693753379,3869032271,3783788551,3588375984,3461282190,2995360969,2833442750,2949637039,3446442219,3666349049,2937072009,2821346684,4134173271,4515824643,4609923720,4735956476,5067360041,5651088170,6144131903,
"Gambia, The",GMB,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,44212088.42,46695008.77,41160065.83,45168072.25,52296083.65,55728655.8,59160575.51,75187768.35,95796033.66,115179737.7,112190822.6,138093106.3,171833061.6,207112649.7,241083112.7,218767720.5,216050534.8,213448615.7,177340913.1,225726370.2,185646984.5,220626480.9,266672202.5,284120331.6,317083688.2,690311093.2,714254263.1,755040935,746493955,785999879.7,848239405.6,803633368.7,840285264.6,814724055.9,782913866,687410630.5,578235309.3,487038679.4,578785600,624173995.6,655068112.4,798869803.5,965771304.1,900641059.3,951827284.9,904256027.7,912427787.4,903497025.7,
Guinea-Bissau,GNB,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,78733538.81,78540000,87702857.14,89374185.14,98775303.64,108985752.2,112386559.1,114971282.2,122666792.3,118537824.8,110653830.7,154731969.7,165523634.5,163577538.3,138478900.6,143856253.1,130225018.8,173836362,164458120.3,213143016.4,243961995.5,257150573.2,226313492.7,236880813.8,235619994.8,253966919.9,270419779.4,268551010.9,206457553.4,224446652.1,370173851.9,392278164.4,415843479.8,476388249.3,531109346.8,586791836.1,591829897.5,695606313.9,864107768.3,825796952.7,847491366.9,1103652041,958857944.2,960778479.5,
Equatorial Guinea,GNQ,GDP (current US$),NY.GDP.MKTP.CD,,,9122751.679,10840095.29,12712471.42,64748333.33,69110000,72317446.93,67514285.71,67225714.29,66331428.57,64946954.76,65429198.24,81203226.91,94159862.71,104295643.4,103653049.9,103987520.1,,,50642880.77,36731422.85,44294647.73,44442456.95,50320914.41,62118570.01,76407395.97,93345859.41,100534656.9,88265974.73,112119411.5,110906028.6,134707184,136047906,100807002.6,141853360.9,232463022.7,442337870.4,370687634.7,621117853.4,1045998534,1461139008,1806742733,2484745876,4410764261,8217368425,8081982438,10201201022,15439740345,9364826470,11582917790,15725711943,16496531233,15580563836,
Greece,GRC,GDP (current US$),NY.GDP.MKTP.CD,4446528165,5016048786,5327573509,5949478035,6680298251,7600579093,8455611129,9136711288,9915140546,11266091571,13188347727,14645597727,16947813636,22430307250,25444850000,28631130712,31267791978,36309721554,44433557514,54682910764,57039361311,52539662977,54819528061,49611261997,48197215840,47997306686,56587630964,65895005788,76542677877,79461172472,98252302880,1.05531E+11,1.16654E+11,1.09211E+11,1.17032E+11,1.37383E+11,1.46559E+11,1.43311E+11,1.44919E+11,1.42998E+11,1.3058E+11,1.36006E+11,1.52714E+11,2.01547E+11,2.39659E+11,2.47666E+11,2.73265E+11,3.18668E+11,3.54629E+11,3.29837E+11,2.99598E+11,2.88803E+11,2.49525E+11,2.4223E+11,
Grenada,GRD,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,53322221.28,67548146.96,78314813.43,83614813.34,87888887.34,95229627.95,101211109.3,110099998.1,128211108.8,144011108.6,167229626.7,184533330.1,213066662.9,221070366.5,241570366.1,250914810.4,250259254.8,261777773.2,276296291.4,294651846.6,304940735.4,340814808.8,379629400.7,520044361.2,520444176,540336916.4,591018397,599118582,695370284,698700654.3,758683579.2,825977874.3,771278097.5,771015875.3,778648652.9,799882134,835581688.9,
Greenland,GRL,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,69520029.27,88570999.35,106101302.5,140153753.7,169918944.1,211192463.7,240779415.7,282269773,355987428.4,420645795,476051769,435749013.9,402403057.2,416184086.2,379371913.7,412876395.8,603016317.5,787390447.3,898607670.6,929799902.2,1018977225,1016500016,1037916105,927214127.9,1005887592,1208953359,1197515638,1072154407,1149858127,1131555107,1068024994,1086170639,1169136691,1426452030,1644951892,1702543477,1738432116,2121759848,1739579594,1267711816,,,,,
Guatemala,GTM,GDP (current US$),NY.GDP.MKTP.CD,1043599936,1076699904,1143600000,1262800000,1299099904,1331399936,1390700032,1453500032,1610499968,1715399936,1904000000,1984800000,2101299968,2569200128,3161499904,3645900032,4365300224,5480500224,6070600192,6902600192,7878700032,8607500288,8716999680,9050000384,9470000128,9721652292,7231963340,7084399821,7841603176,8410724409,7650125576,9406097461,10440842292,11399942820,12983235119,14656917900,15781579950,17788657194,19393672244,18317089473,19290566570,18702820735,20776536920,21917565500,23965280312,27211243473,30231117390,34113093454,39136507937,37733655166,41337958252,47654841113,50388454861,53796709475,
Guam,GUM,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,GDP (current US$),NY.GDP.MKTP.CD,170216238.9,185849532.9,194949510,175757891.6,194774510.5,213235288.1,228705875.9,250176463.6,229750000,249300000,267800000,282050000,285380965.3,307047633,433954536,494791647,454440000,449880000,507080000,530440000,603200000,570357116.9,482000000,489333333.3,437631610.8,453488352,504651117.2,354591840,413799990,379779379.1,396582263.3,336708410.3,368281383.4,442273443.5,540874922.3,621626785.9,705406032.1,749138004.4,717530696.6,694754984,712667925.3,696281468.8,722460911.8,741929342.8,785918769.6,824880550.3,1458449058,1740334782,1922598121,2025565089,2259288396,2576602497,2851154076,2990128821,
High income,HIC,GDP (current US$),NY.GDP.MKTP.CD,1.09229E+12,1.15611E+12,1.24821E+12,1.34324E+12,1.46684E+12,1.59279E+12,1.74679E+12,1.87324E+12,2.02905E+12,2.22704E+12,2.44596E+12,2.71469E+12,3.14928E+12,3.80877E+12,4.29812E+12,4.80012E+12,5.22801E+12,5.91877E+12,7.08533E+12,8.1926E+12,9.15056E+12,9.28754E+12,9.20047E+12,9.49735E+12,9.90468E+12,1.04096E+13,1.26311E+13,1.46194E+13,1.64583E+13,1.72386E+13,1.9337E+13,2.04056E+13,2.18646E+13,2.20288E+13,2.35437E+13,2.59728E+13,2.61837E+13,2.57932E+13,2.57229E+13,2.69329E+13,2.75423E+13,2.7333E+13,2.85189E+13,3.20344E+13,3.57646E+13,3.79404E+13,4.02519E+13,4.42341E+13,4.72632E+13,4.39785E+13,4.63665E+13,5.0266E+13,5.04427E+13,5.1091E+13,
